iter	CrossEntropy
207	0.1154387191
208	0.1144603394
209	0.1136454505
210	0.1132488508
211	0.1131080937
212	0.1120740014
213	0.111764083
214	0.1115169396
215	0.1112005646
216	0.1104752051
217	0.1103721309
218	0.1098517083
219	0.1093345848
220	0.1090142147
221	0.1087794175
222	0.1085347485
223	0.1076539658
224	0.1066984744
225	0.1062164693
226	0.105416285
227	0.1052686975
228	0.1049668209
229	0.104043226
230	0.103753599
231	0.1033441698
232	0.1031211647
233	0.1024510409
234	0.1021840766
235	0.1015405784
236	0.1012206142
237	0.1001657666
238	0.09978200294
239	0.09923931715
240	0.0985572467
241	0.09802100465
242	0.09763486321
243	0.09695554424
244	0.09673332524
245	0.0964751308
246	0.09602572467
247	0.09570249351
248	0.09538599607
249	0.09494308523
250	0.09433382911
251	0.09415638125
252	0.09404727575
253	0.09369232848
254	0.09355083027
255	0.09336195765
256	0.09288437302
257	0.09246302295
258	0.09190095438
259	0.09160192593
260	0.09085088163
261	0.09074825854
262	0.0904299504
263	0.0903572714
264	0.08946253802
265	0.08900919476
266	0.08888891581
267	0.08822216859
268	0.08801440291
269	0.08766539032
270	0.0873219387
271	0.08636897963
272	0.08603834462
273	0.08574701
274	0.08529230066
275	0.08487434645
276	0.08458582131
277	0.08403378564
278	0.08366046725
279	0.08336256646
280	0.08290678746
281	0.08275778229
282	0.08243328816
283	0.081992304
284	0.0815134564
285	0.08127162263
286	0.08089900661
287	0.08005866489
288	0.07997211894
289	0.07972870646
290	0.07927684526
291	0.07885639088
292	0.07872643342
293	0.07856835546
294	0.07806521493
295	0.07758342898
296	0.07704715471
297	0.07655492344
298	0.07640217446
299	0.07608039959
300	0.07591138015
301	0.07581489151
302	0.07512553318
303	0.07473101487
304	0.07470922857
305	0.07441518113
306	0.07409724674
307	0.07389852163
308	0.07364625544
309	0.07350763759
310	0.07325791024
311	0.07298273009
312	0.07270320686
313	0.07224050084
314	0.07202259914
315	0.07183748967
316	0.07171860257
317	0.07151377523
318	0.07115890529
319	0.07090152277
320	0.07063651729
321	0.07057054623
322	0.07033342928
323	0.07015656781
324	0.06991464383
325	0.06963383185
326	0.06920323501
327	0.0688615683
328	0.06841802597
329	0.06814542332
330	0.06799410485
331	0.0678583738
332	0.06773646458
333	0.06739013904
334	0.06725628312
335	0.06678241652
336	0.06645181372
337	0.06637249766
338	0.06622087633
339	0.06617522884
340	0.06613564491
341	0.06600358035
342	0.06565942635
343	0.06559913223
344	0.06555120365
345	0.0651657388
346	0.06506979143
347	0.06493287473
348	0.06475025899
349	0.06439128438
350	0.06407873051
351	0.06401404175
352	0.06385943696
353	0.06383047233
354	0.06368376758
355	0.06334401466
356	0.06302762032
357	0.06290154844
358	0.06264056386
359	0.06217389493
360	0.06208432687
361	0.06173293655
362	0.06163090629
363	0.06145778862
364	0.06091949102
365	0.06068328909
366	0.06037057413
367	0.06019076786
368	0.0599211551
369	0.05970686835
370	0.05962117298
371	0.05952849904
372	0.05942055986
373	0.0590430337
374	0.0588351327
375	0.0587036803
376	0.05859947849
377	0.05830357526
378	0.05827868951
379	0.05822515488
380	0.05811378763
381	0.05790381818
382	0.05764475384
383	0.05737847251
384	0.057142451
385	0.05706053811
386	0.05703629674
387	0.05689494674
388	0.05659102749
389	0.05652784657
390	0.05634709951
391	0.05616688084
392	0.05601534328
393	0.05580799
394	0.05567787145
395	0.05549765922
396	0.05527815303
397	0.05512006218
398	0.05491333394
399	0.05484349663
400	0.05465440492
401	0.05448610074
402	0.05427708497
403	0.05393583388
404	0.05390482658
405	0.05381031939
406	0.05375260276
407	0.05354963767
408	0.05342781544
409	0.05339563859
410	0.05331355494
411	0.05325025481
412	0.05311964331
413	0.05296232894
414	0.05275954105
415	0.05255569961
416	0.05239217668
417	0.05215875523
418	0.05192747632
419	0.05177266211
420	0.05172896707
421	0.05167509092
422	0.05160124237
423	0.051382474
424	0.05112173428
425	0.05104088461
426	0.05088935672
427	0.05071656446
428	0.05055206531
429	0.05040084349
430	0.05030714499
431	0.05022066026
432	0.05006941911
433	0.04988308855
434	0.0497471513
435	0.04960831758
436	0.04953176911
437	0.04940531383
438	0.04919130738
439	0.04908726022
440	0.04897655023
441	0.04887009634
442	0.04867205749
443	0.04854643667
444	0.0482415122
445	0.04811076216
446	0.04809244903
447	0.04795045466
448	0.04787416394
449	0.0477386713
450	0.04756784439
451	0.04742430352
452	0.04735726601
453	0.04723474142
454	0.04712099965
455	0.04699547871
456	0.04663153597
457	0.04620715412
458	0.04613790319
459	0.04612404591
460	0.04609789075
461	0.04600204648
462	0.04592419637
463	0.04581348316
464	0.0458033697
465	0.04566144299
466	0.04547983247
467	0.04536426712
468	0.04532676774
469	0.04528630746
470	0.04520696563
471	0.04514888171
472	0.04499909684
473	0.04490665487
474	0.04479678901
475	0.04471939641
476	0.0446879606
477	0.04463474815
478	0.04455299635
479	0.0445035986
480	0.04444735759
481	0.04427443324
482	0.0442200287
483	0.04411236016
484	0.04404555785
485	0.04398865635
486	0.04393986754
487	0.04383002101
488	0.04372920539
489	0.04359713116
490	0.04340282969
491	0.04330919884
492	0.04326018772
493	0.04322607131
494	0.04321152777
495	0.04312619003
496	0.0430840125
497	0.04300649102
498	0.04290832056
499	0.04281703846
500	0.04273248363
501	0.04256074815
502	0.04238844562
503	0.04234270147
504	0.04224394463
505	0.04215213415
506	0.04209916012
507	0.04196782048
508	0.0419234424
509	0.04186672778
510	0.0417509079
511	0.04171184914
512	0.04151542767
513	0.04139897308
514	0.04129687193
515	0.04119230605
516	0.04104762464
517	0.04095451252
518	0.04078953008
519	0.0406390203
520	0.04058924881
521	0.04042111861
522	0.0402150573
523	0.04001140594
524	0.03989971651
525	0.03985345041
526	0.03982935725
527	0.03970315005
528	0.03962028671
529	0.03951838532
530	0.03938413633
531	0.03934500668
532	0.03917431831
533	0.03895584957
534	0.03889506572
535	0.03877499297
536	0.03867414835
537	0.03864631782
538	0.0385641955
539	0.03853334607
540	0.03846872497
541	0.03833651865
542	0.03827327007
543	0.03817494173
544	0.03811101656
545	0.03798741908
546	0.03792434448
547	0.03781520998
548	0.03775146845
549	0.03769862007
550	0.03765872685
551	0.03753548699
552	0.03732542734
553	0.037119627
554	0.03699623572
555	0.03685634523
556	0.03671291712
557	0.03669462977
558	0.0366166669
559	0.03656008437
560	0.03644129714
561	0.03637425964
562	0.03620927398
563	0.0361604755
564	0.03614893475
565	0.03604973973
566	0.035960249
567	0.03588086206
568	0.03581985267
569	0.03575426823
570	0.03569390967
571	0.03565190934
572	0.03564176688
573	0.03552280568
574	0.03548440418
575	0.03542474154
576	0.03527443151
577	0.03514360093
578	0.03503318735
579	0.0349942929
580	0.03491920716
581	0.03479169511
582	0.03469618591
583	0.03460697226
584	0.03442370247
585	0.03437995266
586	0.03431691672
587	0.03422638854
588	0.03418282883
589	0.03416336871
590	0.03404332496
591	0.03398271187
592	0.0339652912
593	0.03388906492
594	0.03378631295
595	0.03367791305
596	0.03364825893
597	0.03358962407
598	0.03354631244
599	0.03336660282
600	0.03327853293
601	0.03316788416
602	0.0331297694
603	0.03306516441
604	0.03305826638
605	0.03292495173
606	0.03291321445
607	0.03281485712
608	0.03275314215
609	0.03269961074
610	0.03265172726
611	0.03261975984
612	0.03260468148
613	0.03256851274
614	0.03252237552
615	0.03250306361
616	0.0324549385
617	0.03236138498
618	0.03222990036
619	0.03214153728
620	0.03204992011
621	0.03198459986
622	0.03184602712
623	0.03183691566
624	0.03179451582
625	0.03177040332
626	0.03169168008
627	0.03148016736
628	0.03142457717
629	0.03138493847
630	0.03134206823
631	0.03122822658
632	0.03121553241
633	0.03118371964
634	0.03115034103
635	0.03111892133
636	0.03107349293
637	0.03099812044
638	0.03094426039
639	0.03093304505
640	0.03084908949
641	0.03073571179
642	0.03071564597
643	0.03066225954
644	0.03059696507
645	0.0305052448
646	0.03039017561
647	0.03031539273
648	0.0302710662
649	0.03023512299
650	0.03019044206
651	0.03017439713
652	0.03004655323
653	0.03000525204
654	0.02994766106
655	0.02992048779
656	0.02987887408
657	0.02976927886
658	0.02972466237
659	0.02965010179
660	0.02958163055
661	0.02949352844
662	0.02941319105
663	0.02940099948
664	0.02935060617
665	0.02932028191
666	0.02928651346
667	0.02922356451
668	0.02919737068
669	0.02904703166
670	0.02893561286
671	0.02886972234
672	0.02883506466
673	0.02880958609
674	0.02874482645
675	0.02868493183
676	0.02858514077
677	0.02854051783
678	0.02850538975
679	0.02841570571
680	0.02836215818
681	0.02832343127
682	0.02829034264
683	0.02821817269
684	0.02816881682
685	0.0281594444
686	0.02811572358
687	0.02808512546
688	0.0279378891
689	0.02790029307
690	0.02785827018
691	0.02782074181
692	0.02779505382
693	0.02771019936
694	0.02766283138
695	0.02761131686
696	0.02760064602
697	0.02758395994
698	0.02756816954
699	0.02755408029
700	0.0275496921
701	0.02751934528
702	0.02745886751
703	0.02742726094
704	0.02733181618
705	0.02728045309
706	0.02728055619
707	0.02723913579
708	0.02718559149
709	0.02710393313
710	0.02704907752
711	0.02695993153
712	0.0269200093
713	0.02687438759
714	0.02681410152
715	0.02677858198
716	0.02670834516
717	0.02669030267
718	0.02666460179
719	0.02662280444
720	0.02660531128
721	0.02656961454
722	0.02649564034
723	0.02646236806
724	0.026436287
725	0.02640693091
726	0.02638666694
727	0.02635480101
728	0.02632009822
729	0.02627197472
730	0.02623033201
731	0.026173089
732	0.02615057456
733	0.02611763252
734	0.02610470475
735	0.02608723415
736	0.02603242526
737	0.02600226209
738	0.02596764468
739	0.02595799034
740	0.02584404881
741	0.02579946776
742	0.02569175572
743	0.02565588983
744	0.02563248454
745	0.02558304329
746	0.02553884081
747	0.02550189237
748	0.02545080636
749	0.02534982159
750	0.02531026183
751	0.02523566581
752	0.02521411632
753	0.02519468037
754	0.02516003557
755	0.02513383691
756	0.02508558454
757	0.0250213404
758	0.02501066633
759	0.02496879487
760	0.02494283302
761	0.02493219762
762	0.02489551338
763	0.02487919459
764	0.02485876792
765	0.02483098894
766	0.02479705456
767	0.02475407961
768	0.02471597775
769	0.02465623617
770	0.02459712931
771	0.02452632543
772	0.02449780541
773	0.02445251877
774	0.02437473149
775	0.02432663376
776	0.02429937833
777	0.02426447739
778	0.02423565935
779	0.02421763459
780	0.02416619739
781	0.02412617851
782	0.0240982191
783	0.02406057957
784	0.02403776066
785	0.02402161263
786	0.02397414156
787	0.02395301896
788	0.02392185862
789	0.0238779155
790	0.02385455209
791	0.0238320908
792	0.02380240286
793	0.02374315262
794	0.02372040136
795	0.02365307872
796	0.02362419302
797	0.02359572617
798	0.02355881317
799	0.02352810711
800	0.02351631667
801	0.02348655301
802	0.02347588378
803	0.02346440747
804	0.02341002226
805	0.02337309154
806	0.02333689703
807	0.02331706157
808	0.02330339921
809	0.02326026156
810	0.02324368503
811	0.02321105068
812	0.02318134501
813	0.02317078855
814	0.02312798113
815	0.02307997201
816	0.02300317545
817	0.02296424556
818	0.02290096798
819	0.02286499255
820	0.02283015122
821	0.02279263735
822	0.02276109521
823	0.02272930822
824	0.02270174671
825	0.02264379972
826	0.02262887117
827	0.02260296731
828	0.02257872433
829	0.02256904099
830	0.02251602347
831	0.02249663263
832	0.02247676978
833	0.02241878413
834	0.02240047584
835	0.02238239147
836	0.02237355709
837	0.02234892265
838	0.02231112847
839	0.0222589873
840	0.02223301417
841	0.02219318216
842	0.02215604202
843	0.02213176843
844	0.02211570418
845	0.02209507775
846	0.02206543491
847	0.0220304937
